TotalFile:7626	PakTime:2023-6-20 5:5:26	PakTimeSave:6490c316	CRC:c094f7ce
Index	ID	Time	FileName	Size	InPakSize	ComprFlag	CRC
6402	d85af83a	2015-8-29 16:44:10	\script\skill\少林俗家\斩魔刀法.lua	1298	672	4	ed84c98a
6403	d8623d89	2015-8-29 16:44:2	\script\online\viet_event\ip_bonus\ip_head.lua	5198	1970	4	bfd1aa75
6404	d8659a67	2010-11-30 20:34:4	\settings\task\chain_task\task_type_distributing_2.txt	486	120	4	43289cd6
6405	d8770523	2015-8-29 16:44:44	\script\江南区\武夷山\trap\武夷山to两水洞.lua	381	324	4	3aca1421
6406	d8772dd7	2015-8-29 16:44:10	\script\skill\唐门\暴雨梨花针(子子).lua	1395	698	4	e1d8770d
6407	d87da9f5	2015-8-29 16:44:10	\script\skill\秘籍武功\无双天罗连珠心法.lua	1123	601	4	f51f1d06
6408	d88bafab	2022-8-1 9:18:4	\settings\systemtimetask.txt	5744	1234	4	296fbdcc
6409	d88bcf6c	2015-8-29 16:44:8	\script\skill\武当道家\未央剑法(招).lua	1217	662	4	572c4516
6410	d890b761	2020-7-10 1:48:54	\script\online\春节活动\item\mouse_litter_gift.lua	1538	766	4	17036de4
6411	d896b667	2020-1-6 21:27:26	\script\skill\明教血人\吸血印(招).lua	1068	604	4	789cec1e
6412	d89ecda7	2022-12-16 3:21:14	\script\online_activites\2010_08\activites_01\item\item_jinbi.lua	465	333	4	ace72a6
6413	d8a158f1	2015-8-29 16:44:8	\script\skill\其它\经脉凌波.lua	1595	777	4	d2a5e51f
6414	d8adfb3c	2015-8-29 16:44:12	\script\skill\峨嵋出家\观音诀(招).lua	1443	668	4	30a6bb2
6415	d8ae1490	2020-1-6 21:27:26	\script\skill\明教血人\追魂印(招).lua	1044	583	4	4eb28e6f
6416	d8af9141	2015-6-18 12:46:36	\settings\item\custom_award\custom_award_group.txt	10029	3018	4	cd8ff4f6
6417	d8c75c8e	2022-12-16 2:43:8	\script\task\teach\teach_main.lua	43958	14401	4	91b207e9
6418	d8ca6f4e	2012-5-11 15:53:48	\settings\static_script\missions\hunduantongtianding\entrynpc.lua	183	166	4	e8938b79
6419	d8d39ea4	2015-8-29 16:44:40	\script\task\global_task\gtask_data.lua	14633	4360	4	7d5b9b82
6420	d8df9b6f	2022-7-23 10:54:30	\script\江南区\泉州\npc\yizhanzhuchiren.lua	3218	1603	4	fc2ae4a3
6421	d8e13d1a	2020-1-12 18:45:24	\script\skill\昆仑剑尊\残云剑罡(灵剑).lua	1101	577	4	5b093386
6422	d8ec94f4	2015-8-29 16:44:26	\script\missions\tianmenzhen\item\tmz_happybag.lua	923	574	4	a44dec03
6423	d8eea691	2015-8-29 16:44:20	\script\item\shituqingshenbao.lua	1107	692	4	904d71c6
6424	d8f6b292	2010-11-30 20:34:4	\settings\npc\boss_setting\大小姐50.ini	8009	1636	4	6834d27d
6425	d8fb8fb8	2015-8-29 16:44:12	\script\skill\武当俗家\七星诀(子子).lua	1157	595	4	4437af13
6426	d8fc686b	2015-8-29 16:43:56	\script\online\qixi08\star\item_star_king.lua	2935	1289	4	2238984f
6427	d909f33c	2015-8-29 16:44:4	\script\online\abluemoon\item\luobodalihe.lua	528	402	4	4e23126f
6428	d920993a	2022-8-15 10:50:4	\settings\item\ibsort.ini	838	503	4	c45bd1ac
6429	d942d96c	2015-3-26 11:32:2	\settings\pop\pop_data.txt	120	120	0	764c82a5
6430	d9444290	2015-8-29 16:44:8	\script\skill\决战九州\邪花技能1.lua	1071	609	4	302c1b9e
6431	d94e092a	2015-8-29 16:44:0	\script\online\tong_feast\tf_sysmsg.lua	1144	536	4	ccafbb43
6432	d953b695	2015-8-29 16:44:22	\script\battles\emulation_battle.lua	4954	1697	4	1bda48ef
6433	d95ee507	2015-8-29 16:44:6	\script\skill\npc技能\npc吸血攻击.lua	1009	543	4	cfeee320
6434	d971b8d6	2010-11-30 20:34:4	\settings\item\lifeskill\dao.txt	721	312	4	4123e6d7
6435	d9750638	2022-8-11 12:51:0	\script\中原二区\成都\npc\物品保管人西.lua	2867	1456	4	caa62b0d
6436	d9788209	2020-3-14 23:20:56	\script\skill\npc技能\流派技能\Npc用洗髓经免疫.lua	867	467	4	36bd3473
6437	d97a4bb1	2012-4-18 17:10:36	\settings\npc\boss_setting\天阴教燃炎杀手.ini	294	256	4	8bb922d4
6438	d97fb1cc	2015-8-29 16:44:44	\script\江南区\泉州\npc\武当掌门.lua	1684	952	4	445ea775
6439	d9809a93	2015-3-17 16:44:42	\settings\static_script\kf_newbattles\emplacementbattle\mission\injure_timer.lua	654	511	4	fc62bf6c
6440	d99e5e01	2015-8-29 16:44:22	\script\lifeskill\jiaoxiao.lua	253	181	4	67ae7111
6441	d9a3898c	2020-1-6 21:27:26	\script\skill\明教血人\殒殇印殒殇.lua	1321	651	4	8520ec60
6442	d9c428a3	2015-8-29 16:44:32	\script\世界地图\空桑山\npc\空桑山猎户乙.lua	316	229	4	a77ebb32
6443	d9c5198b	2020-7-10 21:27:6	\script\中原二区\成都\npc\武器店老板.lua	3556	1869	4	4ad5a40b
6444	d9d79114	2015-8-29 16:44:24	\script\missions\yp\db_npc.lua	80	80	0	9ea50ad9
6445	d9d97c74	2015-8-29 16:44:26	\script\missions\nvn\3v3\finals.lua	9019	3006	4	1d66b280
6446	d9e05ca7	2010-11-30 20:34:4	\settings\abluemoon_word_sect.txt	3839	2199	4	465f1587
6447	d9e074b4	2015-8-29 16:44:26	\script\missions\tong_mission\item\conf_toll_weapon.lua	1333	512	4	281ac0a3
6448	da04ca54	2020-10-3 15:40:32	\settings\static_script\cheat\list_gm.lua	404	245	4	a3678710
6449	da175a44	2015-8-29 16:44:44	\script\江南区\两水洞一层\trap\两水洞一层to两水洞二层.lua	312	286	4	aa93d4b2
6450	da26da42	2015-8-29 16:44:32	\script\世界地图\灵岩洞\npc\灵岩洞石匠甲.lua	343	253	4	d5414a85
6451	da2b3f9d	2015-8-29 16:43:54	\script\online\dragonboat06\trap\flag\yellow_flag8.lua	2389	1108	4	d25b8034
6452	da38efa7	2015-8-29 16:44:6	\script\skill\npc技能\气通三界.lua	1158	627	4	738dd36e
6453	da3d0aea	2015-8-29 16:44:0	\script\online\春节活动\playerdeath.lua	1538	699	4	3a2ba538
6454	da42260f	2020-1-12 18:44:8	\script\skill\昆仑剑尊\暴雷剑罡(灵剑).lua	1266	666	4	8cabeaaf
6455	da45351b	2015-8-29 16:44:4	\script\online\qingming\item\jirou_item.lua	1292	748	4	8d3a8c88
6456	da4ce8f4	2015-8-29 16:44:8	\script\skill\少林禅僧\少林禅圆功.lua	1944	822	4	17f4143c
6457	da5336a3	2015-8-29 16:43:54	\script\online\jpz_event\first_tong\mission_head.lua	8122	2697	4	e3330dfc
6458	da601c7d	2015-8-29 16:44:10	\script\skill\少林俗家\燃木刀法(招子).lua	1023	565	4	d6a89cbc
6459	da6636d6	2015-8-29 16:44:4	\script\online\shimenrenwu\item\xiaoshilianguo.lua	334	287	4	f40e407b
6460	da667281	2015-8-29 16:44:30	\script\中原二区\丰都\trap\丰都to十八层地狱.lua	101	101	0	b536e8ab
6461	da68d36f	2015-8-29 16:44:30	\script\中原一区\杏花村\npc\韦应.lua	380	277	4	90bc6a1b
6462	da6e1733	2014-11-25 13:37:16	\script\online\olympic\npc\green_sh.lua	2914	1236	4	141a924e
6463	da7129a7	2015-8-29 16:43:58	\script\online\3festival\boss_notice_ontime.lua	436	341	4	a034a761
6464	da7f2c6b	2015-3-17 16:44:42	\settings\static_script\kf_newbattles\resourcebattle\mission\sp_timer.lua	2777	1003	4	a9dbe88c
6465	da8e9cb0	2015-8-29 16:44:8	\script\skill\决战九州\邪花技能2.lua	2498	831	4	799eee86
6466	da8f85e3	2015-8-29 16:44:48	\script\结婚\notebook_item.lua	3079	1368	4	1ca8fe04
6467	da9667c8	2015-8-29 16:44:4	\script\online\shimenrenwu\item\duwei.lua	108	108	0	1c8afa68
6468	da96c68e	2015-8-29 16:44:40	\script\task\npc\chihuojiaozhu.lua	281	209	4	29371aec
6469	daa0b07d	2020-3-2 22:28:6	\script\task\global_task\npc_talk.lua	1858	807	4	707e517b
6470	daa662dd	2015-8-29 16:43:58	\script\online\liangshanboss\npc\sma_boss_remove.lua	301	248	4	31203e2
6471	daa72bcf	2015-8-29 16:44:48	\script\西南区\五毒教\npc\熊立.lua	704	408	4	1a134ae1
6472	daabdb57	2015-8-29 16:44:40	\script\task\boss\boss_ondeath.lua	3680	1102	4	8b9a1af7
6473	dab0a0e7	2015-8-29 16:44:38	\script\online_activites\2010_09\activites_02\head.lua	6759	2132	4	a61cc0ad
6474	dac15156	2020-10-29 21:54:18	\settings\item\equip_shop\equip_shop.txt	218181	41799	4	74903107
6475	dac4f008	2010-11-30 20:34:4	\settings\camp\shoucheng.ini	65	65	0	1479b5c3
6476	dac5b5b2	2020-1-6 21:14:56	\script\skill\明教圣战\炽炎击.lua	1115	584	4	a119f95
6477	dadc857e	2020-7-28 18:9:12	\script\online_activites\2010_09\activites_02\init.lua	233	184	4	813d9271
6478	dae61f64	2015-8-29 16:43:56	\script\online\dragonboat06\trap\checkpoint22_trap.lua	462	254	4	7b78369a
6479	daf62b76	2020-10-25 19:50:34	\script\online_activites\201211\jixiang_ruyi.lua	6513	2053	4	8578f461
6480	dafae601	2015-8-29 16:44:34	\script\三国势力\失落崖\trap\天龙寺复活内层.lua	42	42	0	2368e5a1
6481	db04a16c	2015-8-29 16:44:16	\script\西北区\沙漠迷宫\npc\黄烈阳根.lua	902	538	4	fa1c40e
6482	db17b56c	2015-3-17 16:44:42	\settings\static_script\kf_newbattles\battlepoint_head.lua	14179	2053	4	504ed118
6483	db2a3281	2015-8-29 16:44:18	\script\item\item_billing\wuqiyinbaoxiang.lua	3527	1473	4	cef2857c
6484	db2b6476	2022-8-17 20:51:10	\script\online\liangshanboss\npc\box\box_a.lua	930	588	4	9a1bb481
6485	db2fd926	2015-8-29 16:44:50	\script\class\clause2.lua	6575	2058	4	9c7621dc
6486	db3612db	2015-8-29 16:44:4	\script\online\item_buchang\box_big.lua	2025	909	4	f8c1b048
6487	db44af11	2020-1-6 21:27:26	\script\skill\明教血人\崩血印爆炸.lua	1213	636	4	ed5a69d6
6488	db4794b6	2015-8-29 16:44:20	\script\item\chest_golden_key.lua	881	512	4	d4cab7a2
6489	db575e6b	2020-7-21 3:53:32	\script\task\world\大理\lv10\苗岭力士.lua	2541	1340	4	f3260870
6490	db6568a9	2015-8-29 16:44:10	\script\skill\秘籍武功\锁元功.lua	1569	751	4	2ae30874
6491	db666ae0	2015-8-29 16:44:18	\script\item\item_billing\mizhibabaoxisuixiandan.lua	1876	860	4	7b39fca7
6492	db68b93f	2015-8-29 16:44:10	\script\skill\秘籍武功\君子截风诀(招).lua	1245	635	4	ce13814
6493	db6939d9	2013-4-27 13:10:40	\settings\task\chain_task\task_type_distributing_51.txt	486	120	4	43289cd6
6494	db6e7b53	2015-8-29 16:44:6	\script\skill\npc技能\boss连续扇型攻击(子).lua	1255	676	4	e8474a85
6495	db6f3b49	2020-11-7 0:7:48	\script\item\horse.lua	280	151	4	4190bf8d
6496	db8fe6c1	2015-8-29 16:44:32	\script\世界地图\桃花小栈\任我行.lua	151	151	0	c4c9eb41
6497	db9b054f	2021-4-13 12:25:34	\settings\npcres\娇小女主角坐骑.txt	7245	2239	4	e068b7eb
6498	db9b4821	2015-8-29 16:44:10	\script\skill\杨门枪骑\杨家天衡枪(子).lua	1331	665	4	8e1d1670
6499	dba1904d	2015-8-29 16:44:16	\script\西北区\沙漠迷宫\npc\幻象原形.lua	2280	1127	4	7fde0944
6500	dba714f3	2020-7-10 1:47:46	\script\online\viet_2008_51\viet_51_function.lua	8151	2420	4	71449fd4
6501	dbab005e	2015-8-29 16:44:32	\script\中原一区\汴京府西\npc\微服皇帝.lua	60	60	0	19e4efca
6502	dbb359a0	2015-8-29 16:44:20	\script\item\item_fushengdan_cailiao.lua	114	111	4	372e3e87
6503	dbb7d6f4	2010-11-30 20:34:4	\settings\camp\daliao.ini	70	70	0	7d424852
6504	dbd4335e	2015-8-29 16:44:8	\script\skill\少林武僧\罗汉拳(招).lua	1036	590	4	5917a51f
6505	dbd503d7	2015-8-29 16:44:44	\script\gongcheng\trap\southfightroom_trap.lua	979	551	4	f9ad45e2
6506	dbd62626	2015-8-29 16:43:54	\script\online\dragonboat06\trap\flag\purple_flag1.lua	137	137	0	8bd7a10a
6507	dbdb5733	2020-1-6 21:27:26	\script\skill\明教血人\断骨爪.lua	1106	601	4	4575d7f9
6508	dbe994d7	2015-8-29 16:44:10	\script\skill\少林俗家\易筋经(子11).lua	1612	714	4	8961bb6
6509	dbf13c08	2015-8-29 16:43:58	\script\online\3festival\item\houyi.lua	1124	568	4	6e728f90
6510	dbf30fc9	2015-8-29 16:44:22	\script\missions\bw\bwhead.lua	43495	11628	4	6b8dc4e4
6511	dc00f5dc	2015-8-29 16:44:12	\script\skill\其他\东方不败技一.lua	1081	600	4	3e21a2ce
6512	dc1e7205	2015-8-29 16:44:8	\script\skill\武当道家\缠梦剑意(招).lua	1085	615	4	9d98afa4
6513	dc22f3e0	2010-11-30 20:34:4	\settings\droprate\boss\npcdropratelanhua_viet.ini	3478	613	4	90335809
6514	dc25f783	2015-8-29 16:44:34	\script\online_activites\2010_11\activity_03\item\xpick.lua	301	215	4	4d0615a0
6515	dc272b92	2020-1-12 18:45:44	\script\skill\昆仑剑尊\灵剑召回.lua	934	530	4	e1e2aa54
6516	dc3a99a7	2022-8-1 13:10:24	\script\online\eating\timer.lua	612	280	4	cb80e506
6517	dc4724a3	2015-8-29 16:44:28	\script\中原二区\成都\npc\短兵器锻造.lua	25359	6390	4	f256eb9a
6518	dc55e3ff	2022-8-3 20:22:8	\script\online_activites\tiaozhansilingboss\npc\npc_qinggongyan.lua	1731	730	4	637a6cd9
6519	dc566e3a	2015-8-29 16:44:48	\script\结婚\marriage_packet4.lua	966	564	4	38efe961
6520	dc5dde6c	2015-8-29 16:44:10	\script\skill\宠物技能\无形之蛊.lua	975	564	4	ec1bd838
6521	dc5df92b	2015-8-29 16:44:10	\script\skill\武当俗家\残影诀.lua	1192	636	4	777133d4
6522	dc63c003	2015-8-29 16:44:40	\script\task\faction_boss\qingshu.lua	825	470	4	a235880f
6523	dc6488e9	2015-8-29 16:44:40	\script\task\npc\黑无常.lua	284	179	4	e361e3ff
6524	dc7453c3	2015-8-29 16:44:30	\script\中原二区\成都府北\npc\可怜的小孩.lua	82	82	0	4b782cf7
6525	dc87486a	2015-8-29 16:44:10	\script\skill\秘籍武功\无尘菩提功(招).lua	1583	715	4	d8dea108
6526	dc87b270	2015-8-29 16:44:20	\script\item\shitufuzhibao.lua	1462	813	4	177f369a
6527	dc89b782	2015-8-29 16:44:32	\script\世界地图\空桑山\npc\空桑山猎户丁.lua	305	216	4	f22ad831
6528	dc8e1f6a	2015-8-29 16:44:22	\script\battles\battleinfo.lua	4104	1727	4	ea967792
6529	dc961a4c	2015-8-29 16:44:48	\script\vng\weapon_upgrade\thuongungnguyensoai.lua	9663	2336	4	1d5207e5
6530	dc9628d2	2015-8-29 16:44:30	\script\中原二区\襄阳\npc\襄阳郡守.lua	4654	1979	4	ed951398
6531	dc96582d	2020-3-15 20:1:38	\script\online\viet_event\top_server\npc_top.lua	15295	4457	4	97dd573e
6532	dc9cf463	2015-8-29 16:44:32	\script\世界地图\南槐谷\npc\车夫.lua	1772	969	4	fc998467
6533	dca029d1	2015-8-29 16:44:16	\script\西北区\古阳洞二层\npc\古阳兽.lua	1972	943	4	f6ed5022
6534	dcb118ae	2015-8-29 16:44:38	\script\online_activites\201505feedpet\timer.lua	1267	677	4	c7efbd0d
6535	dcb5393f	2015-8-29 16:44:6	\script\skill\npc技能\猴孙降防攻击.lua	1146	606	4	9577ad83
6536	dcb95989	2010-11-30 20:34:4	\settings\task\chain_task\task_type_distributing_1.txt	486	120	4	43289cd6
6537	dcce8f0b	2015-8-29 16:44:16	\script\西北区\药王洞\npc\药人草.lua	1101	596	4	668f2a69
6538	dcd9a421	2015-8-29 16:44:2	\script\online\viet_event\xmas_08\create_xmas_tree.lua	1445	796	4	51ad97aa
6539	dcf659d2	2015-8-29 16:44:26	\script\missions\liangshan\mission\boss_death.lua	136	119	4	9f393b90
6540	dd1d7f79	2015-8-29 16:44:10	\script\skill\外传新增\太一塔\魅魔光环.lua	971	555	4	22da462d
6541	dd3116c6	2015-8-29 16:44:10	\script\skill\秘籍武功\中平剑法(招).lua	973	537	4	dd10e0a5
6542	dd332dcb	2010-11-30 20:34:4	\settings\task\chain_task\task_type_distributing_29.txt	486	120	4	43289cd6
6543	dd3725d4	2015-8-29 16:44:18	\script\item\lifeskill\peifang\dagao.lua	438	326	4	d0c1c3ac
6544	dd494e89	2015-8-29 16:44:38	\script\online_activites\shimen_tier4\tier4.lua	7654	1992	4	b1579456
6545	dd5bdbc6	2015-8-29 16:44:38	\script\online_activites\2010_07\activites_01\item\item_qilingdan.lua	1012	539	4	2acd68e1
6546	dd5eb61b	2015-8-29 16:44:16	\script\西北区\皇陵墓室二层\npc\镇墓将军南.lua	4278	1432	4	78a4c1c0
6547	dd678abc	2010-11-30 20:34:4	\settings\npc\boss_setting\藏剑山庄外院总管90.ini	3482	669	4	8d1f8962
6548	dd6b293a	2015-8-29 16:44:44	\script\江南区\东海海滨一\trap\东海海滨一to东海海滨二.lua	111	111	0	75d11ecc
6549	dd79038e	2015-8-29 16:44:42	\script\newbattles\mainbattle_primary\mission\mission_head.lua	4095	1590	4	84d7c3e8
6550	dd7c2558	2015-8-29 16:44:12	\script\global\pk_value_add_chk.lua	621	362	4	99d75b5d
6551	dd862df5	2015-8-29 16:44:8	\script\skill\武当道家\太乙三清剑(招1).lua	1161	628	4	cafe0b6a
6552	dd94b92b	2020-7-15 2:7:42	\script\online\qingming08\head_qingming.lua	4270	1619	4	60023d9b
6553	dda63f50	2020-7-10 20:46:18	\script\item\item_billing\wenkuihuajin.lua	3312	1191	4	13ffbe5d
6554	ddb3b4ff	2015-3-26 11:32:2	\settings\static_script\global\weekly_do.lua	1703	817	4	128d969
6555	ddc881d8	2015-8-29 16:44:32	\script\世界地图\盈民村\npc\车夫.lua	1765	997	4	3cda7c54
6556	ddcf729a	2014-11-25 13:37:24	\script\online\march08\item\fenhongmeigui_old.lua	825	522	4	834fb0af
6557	ddd0ae79	2015-8-29 16:44:20	\script\item\item_ttd\bigtianmensuipian.lua	179	166	4	768f3a1b
6558	ddd0f211	2010-11-30 20:34:4	\settings\droprate\npcdropratecj041.ini	396	175	4	9933b407
6559	ddd6ca90	2015-8-29 16:43:56	\script\online\qianhe_tower\mission\6023\timer.lua	3961	938	4	95eae2f1
6560	dde73139	2015-8-29 16:44:32	\script\中原一区\少林密室一层\trap\少林密室一层to少林密室二层.lua	121	121	0	42c2bda4
6561	dde91158	2015-8-29 16:44:30	\script\中原二区\唐门\trap\唐门to乌蒙部.lua	72	72	0	8bdf385c
6562	dde933d2	2020-10-18 16:17:18	\settings\static_script\item\kimxa4_option.lua	5224	1515	4	d74e780b
6563	dded707d	2020-11-8 2:40:54	\script\online_activites\head\acitivity_additional_define.lua	49447	5762	4	2cb80951
6564	ddf3a41d	2015-8-29 16:44:34	\script\online_activites\2010_11\activity_03\item\hoe.lua	157	143	4	7378b239
6565	de0b2d16	2020-3-14 23:23:20	\script\skill\npc技能\流派技能\Npc用易筋经(子8).lua	867	467	4	36bd3473
6566	de1c9774	2020-3-2 16:56:32	\script\online\liangshanboss\lsb_define.lua	2563	1072	4	647e2b1c
6567	de4d3c98	2010-11-30 20:34:4	\settings\item\epurate_odds.txt	104	79	4	263f5ba3
6568	de4de8b6	2015-8-29 16:43:56	\script\online\qianhe_tower\mission\6022\mission.lua	338	196	4	73f2c0fd
6569	de552cdb	2010-11-30 20:34:4	\settings\player\loginpri.ini	29	29	0	88ba4ca2
6570	de6efbcf	2015-8-29 16:43:54	\script\online\dragonboat06\trap\flag\yellow_flag7.lua	2389	1108	4	2e1f2a24
6571	de82a9fc	2015-8-29 16:44:46	\script\lib\writelog.lua	140	134	4	a2fd53ca
6572	de8967f2	2015-8-29 16:44:8	\script\skill\武当道家\八卦剑气(子子).lua	1065	586	4	c6afd2eb
6573	de9fef51	2015-8-29 16:44:12	\script\global\fake_gather.lua	193	154	4	478b63d3
6574	dea36780	2015-8-29 16:44:4	\script\online\xmas_07_viet\xmas_npc.lua	3914	1750	4	2dab4d3c
6575	deaacfc7	2010-11-30 20:34:4	\settings\item\weapon_effect.txt	20430	1301	4	27b27a2e
6576	deace2fc	2015-8-29 16:44:10	\script\skill\外传新增\太一塔\龙卷风定身光环.lua	927	526	4	2b437f3
6577	deae0462	2015-8-29 16:44:46	\script\vng\vipcare\daisuvip.lua.bak	6014	1760	4	8269fbb7
6578	deb5e29a	2015-8-29 16:44:22	\script\equip_feed\item_equip_feed_reset_unlock.lua	112	104	4	38cf3305
6579	debb914a	2015-8-29 16:44:8	\script\skill\翠烟灵女\落花诀(子招).lua	1090	615	4	97b59687
6580	dec1000d	2010-11-30 20:34:4	\settings\item\item_setting.ini	402	274	4	fe05ab73
6581	dec45bac	2015-8-29 16:44:28	\script\中原二区\成都\npc\衙门卫兵.lua	110	110	0	b08614a
6582	deda0d2e	2010-11-30 20:34:4	\settings\droprate\npcdropratecj042.ini	396	175	4	9933b407
6583	deeb8782	2015-8-29 16:44:32	\script\世界地图\紫桑山\npc\紫桑山丝女丁.lua	268	183	4	99093518
6584	def95f3a	2015-8-29 16:44:16	\script\西北区\凤翔府\npc\江别鹤.lua	169	165	4	a32e4ef4
6585	defaae76	2015-8-29 16:44:10	\script\skill\唐门\含沙射影.lua	1677	781	4	40daddae
6586	defe3c86	2015-8-29 16:44:10	\script\skill\杨门枪骑\杨家御马术(招2).lua	1143	630	4	c11b09dc
6587	df015cf9	2010-11-30 20:34:4	\settings\droprate\npcdroprate963-2_vn.ini	216	144	4	f18d055c
6588	df06778e	2015-8-29 16:43:58	\script\online\3festival\item08\yinpaibox.lua	7643	1662	4	b28b5427
6589	df13a4a1	2020-10-25 19:44:40	\script\online_activites\2014_01\valentine.lua	8660	2408	4	169e3f31
6590	df1e0c61	2015-8-29 16:44:30	\script\中原二区\襄阳\npc\退任官员.lua	115	115	0	5d2a0d02
6591	df213e29	2015-8-29 16:44:36	\script\online_activites\2011_12\qingrenjie\sale_chocolate.lua	1111	699	4	1868199b
6592	df25157d	2015-8-29 16:44:46	\script\vng\chitonvuonglenh\chitonvuonglenh_head.lua	19727	4869	4	8c43d8fe
6593	df2e6ebe	2010-11-30 20:34:4	\settings\droprate\npcdropratexn033.ini	221	141	4	249ef81d
6594	df2f447f	2015-8-29 16:44:6	\script\skill\npc技能\万剑归宗(子).lua	1194	664	4	bd1b09e5
6595	df35e044	2015-8-29 16:44:28	\script\missions\dixuangong\mission.lua	7156	2441	4	b4f9191
6596	df3ef3ce	2015-8-29 16:44:32	\script\中原一区\梁山泊\trap\梁山泊to丐帮.lua	69	69	0	acbc6d8d
6597	df47e5d1	2015-8-29 16:44:10	\script\skill\宠物技能\益寿延阳.lua	946	540	4	6e735dbc
6598	df48ecfe	2015-8-29 16:44:30	\script\中原一区\杏花村\npc\村长.lua	353	309	4	d65ed98a
6599	df49ffd4	2015-8-29 16:44:38	\script\online_activites\everyday_do.lua	523	294	4	59b1b278
6600	df4a6abb	2015-8-29 16:44:10	\script\skill\外传新增\婉清儿自身状态.lua	1061	621	4	c6cf612a
6601	df5c7cbc	2015-8-29 16:44:20	\script\item\neili1_sl.lua	95	95	0	4702f8c2
6602	df65330a	2014-9-26 13:37:52	\settings\static_script\missions\mission_task\ttd_wjz_task.lua	6106	1157	4	fc03910a
6603	df653439	2015-8-29 16:44:10	\script\skill\宠物技能\混乱攻击.lua	1182	611	4	491e4aae
6604	df662338	2015-8-29 16:44:4	\script\online\shimenrenwu\item\shanyangdaoren.lua	108	108	0	5ba69a16
6605	df7044a5	2015-8-29 16:44:10	\script\skill\秘籍武功\无尘神功.lua	1628	762	4	dc6f4bdd
6606	df860af6	2022-8-11 14:5:56	\script\mod\expand_box\store_box\npc_store_box.lua	3718	1505	4	ad9e1267
6607	df8ac3b9	2015-8-29 16:44:8	\script\skill\普通攻击\小雪球炸弹.lua	936	522	4	49d5775a
6608	df93841e	2015-8-29 16:44:12	\script\skill\其他\短兵相接.lua	1092	587	4	839f9dfa
6609	df94f407	2015-8-29 16:44:8	\script\skill\五毒蛊师\cangubaozha.lua	1168	634	4	193751a4
6610	df979dcc	2015-8-29 16:44:18	\script\西北区\龙门镇\trap\龙门镇to古阳洞一层.lua	105	105	0	15bf2a08
6611	df9a0bbc	2013-4-27 13:10:40	\settings\task\chain_task\task_type_distributing_50.txt	486	120	4	43289cd6
6612	df9cb768	2020-1-6 21:14:56	\script\skill\明教圣战\圣火刀法(招子).lua	940	533	4	90ea5f02
6613	dfa17df0	2015-8-29 16:44:24	\script\missions\eyt_battle\mission.lua	12070	3441	4	14a44432
6614	dfabe24c	2015-8-29 16:44:38	\script\caiji\一些麝香.lua	3401	1622	4	f9604576
6615	dfadb968	2020-1-6 21:28:32	\script\skill\明教阵兵\乾坤逆转(招).lua	950	541	4	60f53a14
6616	dfb18ad7	2015-8-29 16:44:10	\script\skill\外传新增\太一塔\耶律飞鸿圆1.lua	1012	561	4	699c8bb2
6617	dfbcbbb8	2022-8-16 8:7:46	\script\太虚幻境\npc_death.lua	2369	859	4	11ee2f0b
6618	dfc8fd40	2015-8-29 16:44:32	\script\中原一区\少林\npc\伙工头.lua	443	308	4	82b8de27
6619	dfef9896	2015-8-29 16:44:26	\script\missions\northwest_mission\item\longmenyanqingjian.lua	1184	790	4	daf946f2
6620	e0019f7b	2015-8-29 16:44:12	\script\skill\其他\官方专用特效(子).lua	1017	566	4	3b4d9895
6621	e0089596	2015-8-29 16:44:40	\script\task\npc\黑猩猩Death.lua	185	150	4	c0233e80
6622	e01fc924	2010-11-30 20:34:4	\settings\droprate\npcdropratexn047.ini	221	141	4	18373526
6623	e027701b	2015-8-29 16:44:10	\script\skill\外传新增\太一塔\荒火之球.lua	1213	608	4	edffb44d
6624	e030c15c	2010-11-30 20:34:4	\settings\npc\boss_setting\藏剑阁总管90.ini	17151	2426	4	100ac387
6625	e033ff55	2015-3-17 16:44:42	\settings\static_script\kf_newbattles\mainbattle\mainbattle_head.lua	19534	5259	4	eeddb604
6626	e0355a26	2015-3-17 16:44:42	\settings\static_script\kf_newbattles\mainbattle\npc_death.lua	12754	3199	4	2d1a4e8
6627	e03c1494	2015-8-29 16:44:20	\script\item\noactivable_huojing.lua	1301	585	4	7f624cc0
6628	e040afbb	2015-8-29 16:44:6	\script\skill\npc技能\boss佳韵掌法3.lua	1181	630	4	9586a0dd
6629	e0425269	2015-8-29 16:44:34	\script\pop\npc_xiaoqin.lua	2037	1016	4	baf14bf0
6630	e04406a1	2020-11-8 1:25:46	\script\online\viet_event\200908\1\item_fanlizhitang.lua	1707	779	4	a8ba4a94
6631	e0451308	2015-8-29 16:44:24	\script\missions\kuafu_battle\mission\mission.lua	477	222	4	1cf3d5e4
6632	e04bd3b2	2015-8-29 16:44:38	\script\online_activites\2010_07\activites_01\item\item_hunyuan6.lua	530	321	4	d4d74f7b
6633	e05531ab	2015-6-18 12:46:36	\settings\item\gem\common_enhance_gem.txt	107902	5139	4	ef2655fd
6634	e05a2d4d	2015-8-29 16:44:2	\script\online\viet_event\new_year_09\feiyan_clear_award.lua	733	471	4	5e1a0364
6635	e05d5696	2010-11-30 20:34:4	\settings\droprate\npcdroprate005.ini	679	223	4	ac597837
