ID	Title	AwrdItem	NeedSex	NeedBody	NeedRoute	AwardTimes	GlobalMsg	ExchangeMode	TimeLimitHours	StatKey
44281	Liªu-Háa Phông T­íng Qu©n LÖnh Kú	0;102;30765;1	2	4	14		1	41000		
44282	Liªu-Háa Phông T­íng Qu©n LÖnh Kú	0;102;30766;1	1	1	15		1	41000		
44283	Liªu-Háa Phông T­íng Qu©n LÖnh Kú	0;102;30767;1	1	2	15		1	41000		
44284	Liªu-Háa Phông T­íng Qu©n LÖnh Kú	0;102;30768;1	2	3	15		1	41000		
44285	Liªu-Háa Phông T­íng Qu©n LÖnh Kú	0;102;30769;1	2	4	15		1	41000		
44286	Liªu-Háa Phông T­íng Qu©n LÖnh Kú	0;102;30770;1	1	1	17		1	41000		
44287	Liªu-Háa Phông T­íng Qu©n LÖnh Kú	0;102;30771;1	1	2	17		1	41000		
44288	Liªu-Háa Phông T­íng Qu©n LÖnh Kú	0;102;30772;1	2	3	17		1	41000		
44289	Liªu-Háa Phông T­íng Qu©n LÖnh Kú	0;102;30773;1	2	4	17		1	41000		
44290	Liªu-Háa Phông T­íng Qu©n LÖnh Kú	0;102;30774;1	1	1	18		1	41000		
44291	Liªu-Háa Phông T­íng Qu©n LÖnh Kú	0;102;30775;1	1	2	18		1	41000		
44292	Liªu-Háa Phông T­íng Qu©n LÖnh Kú	0;102;30776;1	2	3	18		1	41000		
44293	Liªu-Háa Phông T­íng Qu©n LÖnh Kú	0;102;30777;1	2	4	18		1	41000		
44294	Liªu-Háa Phông T­íng Qu©n LÖnh Kú	0;102;30778;1	1	1	20		1	41000		
44295	Liªu-Háa Phông T­íng Qu©n LÖnh Kú	0;102;30779;1	1	2	20		1	41000		
44296	Liªu-Háa Phông T­íng Qu©n LÖnh Kú	0;102;30780;1	2	3	20		1	41000		
44297	Liªu-Háa Phông T­íng Qu©n LÖnh Kú	0;102;30781;1	2	4	20		1	41000		
44298	Liªu-Háa Phông T­íng Qu©n LÖnh Kú	0;102;30782;1	1	1	21		1	41000		
44299	Liªu-Háa Phông T­íng Qu©n LÖnh Kú	0;102;30783;1	1	2	21		1	41000		
44300	Liªu-Háa Phông T­íng Qu©n LÖnh Kú	0;102;30784;1	2	3	21		1	41000		
44301	Liªu-Háa Phông T­íng Qu©n LÖnh Kú	0;102;30785;1	2	4	21		1	41000		
44302	Liªu-Háa Phông T­íng Qu©n LÖnh Kú	0;102;30786;1	1	1	23		1	41000		
44303	Liªu-Háa Phông T­íng Qu©n LÖnh Kú	0;102;30787;1	1	2	23		1	41000		
44304	Liªu-Háa Phông T­íng Qu©n LÖnh Kú	0;102;30788;1	1	1	25		1	41000		
44305	Liªu-Háa Phông T­íng Qu©n LÖnh Kú	0;102;30789;1	1	2	25		1	41000		
44306	Liªu-Háa Phông T­íng Qu©n LÖnh Kú	0;102;30790;1	2	3	25		1	41000		
44307	Liªu-Háa Phông T­íng Qu©n LÖnh Kú	0;102;30791;1	2	4	25		1	41000		
44308	Liªu-Háa Phông T­íng Qu©n LÖnh Kú	0;102;30792;1	1	1	26		1	41000		
44309	Liªu-Háa Phông T­íng Qu©n LÖnh Kú	0;102;30793;1	1	2	26		1	41000		
44310	Liªu-Háa Phông T­íng Qu©n LÖnh Kú	0;102;30794;1	2	3	26		1	41000		
44311	Liªu-Háa Phông T­íng Qu©n LÖnh Kú	0;102;30795;1	2	4	26		1	41000		
44312	Liªu-Háa Phông T­íng Qu©n LÖnh Kú	0;102;30796;1	1	1	27		1	41000		
44313	Liªu-Háa Phông T­íng Qu©n LÖnh Kú	0;102;30797;1	1	2	27		1	41000		
44314	Liªu-Háa Phông T­íng Qu©n LÖnh Kú	0;102;30798;1	2	3	27		1	41000		
44315	Liªu-Háa Phông T­íng Qu©n LÖnh Kú	0;102;30799;1	2	4	27		1	41000		
44316	Liªu-Háa Phông T­íng Qu©n LÖnh Kú	0;102;30800;1	2	3	29		1	41000		
44317	Liªu-Háa Phông T­íng Qu©n LÖnh Kú	0;102;30801;1	2	4	29		1	41000		
44318	Liªu-Háa Phông T­íng Qu©n LÖnh Kú	0;102;30802;1	2	3	30		1	41000		
44319	Liªu-Háa Phông T­íng Qu©n LÖnh Kú	0;102;30803;1	2	4	30		1	41000		
44320	Liªu-Háa Phông T­íng Qu©n LÖnh Phï	0;102;30804;1	1	1	2		1	41000		
44321	Liªu-Háa Phông T­íng Qu©n LÖnh Phï	0;102;30805;1	1	2	2		1	41000		
44322	Liªu-Háa Phông T­íng Qu©n LÖnh Phï	0;102;30806;1	1	1	3		1	41000		
44323	Liªu-Háa Phông T­íng Qu©n LÖnh Phï	0;102;30807;1	1	2	3		1	41000		
44324	Liªu-Háa Phông T­íng Qu©n LÖnh Phï	0;102;30808;1	1	1	4		1	41000		
44325	Liªu-Háa Phông T­íng Qu©n LÖnh Phï	0;102;30809;1	1	2	4		1	41000		
44326	Liªu-Háa Phông T­íng Qu©n LÖnh Phï	0;102;30810;1	1	1	6		1	41000		
44327	Liªu-Háa Phông T­íng Qu©n LÖnh Phï	0;102;30811;1	1	2	6		1	41000		
44328	Liªu-Háa Phông T­íng Qu©n LÖnh Phï	0;102;30812;1	2	3	6		1	41000		
44329	Liªu-Háa Phông T­íng Qu©n LÖnh Phï	0;102;30813;1	2	4	6		1	41000		
44330	Liªu-Háa Phông T­íng Qu©n LÖnh Phï	0;102;30814;1	2	3	8		1	41000		
44331	Liªu-Háa Phông T­íng Qu©n LÖnh Phï	0;102;30815;1	2	4	8		1	41000		
44332	Liªu-Háa Phông T­íng Qu©n LÖnh Phï	0;102;30816;1	2	3	9		1	41000		
44333	Liªu-Háa Phông T­íng Qu©n LÖnh Phï	0;102;30817;1	2	4	9		1	41000		
44334	Liªu-Háa Phông T­íng Qu©n LÖnh Phï	0;102;30818;1	1	1	11		1	41000		
44335	Liªu-Háa Phông T­íng Qu©n LÖnh Phï	0;102;30819;1	1	2	11		1	41000		
44336	Liªu-Háa Phông T­íng Qu©n LÖnh Phï	0;102;30820;1	2	3	11		1	41000		
44337	Liªu-Háa Phông T­íng Qu©n LÖnh Phï	0;102;30821;1	2	4	11		1	41000		
44338	Liªu-Háa Phông T­íng Qu©n LÖnh Phï	0;102;30822;1	1	1	12		1	41000		
44339	Liªu-Háa Phông T­íng Qu©n LÖnh Phï	0;102;30823;1	1	2	12		1	41000		
44340	Liªu-Háa Phông T­íng Qu©n LÖnh Phï	0;102;30824;1	2	3	12		1	41000		
44341	Liªu-Háa Phông T­íng Qu©n LÖnh Phï	0;102;30825;1	2	4	12		1	41000		
44342	Liªu-Háa Phông T­íng Qu©n LÖnh Phï	0;102;30826;1	1	1	14		1	41000		
44343	Liªu-Háa Phông T­íng Qu©n LÖnh Phï	0;102;30827;1	1	2	14		1	41000		
44344	Liªu-Háa Phông T­íng Qu©n LÖnh Phï	0;102;30828;1	2	3	14		1	41000		
44345	Liªu-Háa Phông T­íng Qu©n LÖnh Phï	0;102;30829;1	2	4	14		1	41000		
44346	Liªu-Háa Phông T­íng Qu©n LÖnh Phï	0;102;30830;1	1	1	15		1	41000		
44347	Liªu-Háa Phông T­íng Qu©n LÖnh Phï	0;102;30831;1	1	2	15		1	41000		
44348	Liªu-Háa Phông T­íng Qu©n LÖnh Phï	0;102;30832;1	2	3	15		1	41000		
44349	Liªu-Háa Phông T­íng Qu©n LÖnh Phï	0;102;30833;1	2	4	15		1	41000		
44350	Liªu-Háa Phông T­íng Qu©n LÖnh Phï	0;102;30834;1	1	1	17		1	41000		
44351	Liªu-Háa Phông T­íng Qu©n LÖnh Phï	0;102;30835;1	1	2	17		1	41000		
44352	Liªu-Háa Phông T­íng Qu©n LÖnh Phï	0;102;30836;1	2	3	17		1	41000		
44353	Liªu-Háa Phông T­íng Qu©n LÖnh Phï	0;102;30837;1	2	4	17		1	41000		
44354	Liªu-Háa Phông T­íng Qu©n LÖnh Phï	0;102;30838;1	1	1	18		1	41000		
44355	Liªu-Háa Phông T­íng Qu©n LÖnh Phï	0;102;30839;1	1	2	18		1	41000		
44356	Liªu-Háa Phông T­íng Qu©n LÖnh Phï	0;102;30840;1	2	3	18		1	41000		
44357	Liªu-Háa Phông T­íng Qu©n LÖnh Phï	0;102;30841;1	2	4	18		1	41000		
44358	Liªu-Háa Phông T­íng Qu©n LÖnh Phï	0;102;30842;1	1	1	20		1	41000		
44359	Liªu-Háa Phông T­íng Qu©n LÖnh Phï	0;102;30843;1	1	2	20		1	41000		
44360	Liªu-Háa Phông T­íng Qu©n LÖnh Phï	0;102;30844;1	2	3	20		1	41000		
44361	Liªu-Háa Phông T­íng Qu©n LÖnh Phï	0;102;30845;1	2	4	20		1	41000		
44362	Liªu-Háa Phông T­íng Qu©n LÖnh Phï	0;102;30846;1	1	1	21		1	41000		
44363	Liªu-Háa Phông T­íng Qu©n LÖnh Phï	0;102;30847;1	1	2	21		1	41000		
44364	Liªu-Háa Phông T­íng Qu©n LÖnh Phï	0;102;30848;1	2	3	21		1	41000		
44365	Liªu-Háa Phông T­íng Qu©n LÖnh Phï	0;102;30849;1	2	4	21		1	41000		
44366	Liªu-Háa Phông T­íng Qu©n LÖnh Phï	0;102;30850;1	1	1	23		1	41000		
44367	Liªu-Háa Phông T­íng Qu©n LÖnh Phï	0;102;30851;1	1	2	23		1	41000		
44368	Liªu-Háa Phông T­íng Qu©n LÖnh Phï	0;102;30852;1	1	1	25		1	41000		
44369	Liªu-Háa Phông T­íng Qu©n LÖnh Phï	0;102;30853;1	1	2	25		1	41000		
44370	Liªu-Háa Phông T­íng Qu©n LÖnh Phï	0;102;30854;1	2	3	25		1	41000		
44371	Liªu-Háa Phông T­íng Qu©n LÖnh Phï	0;102;30855;1	2	4	25		1	41000		
44372	Liªu-Háa Phông T­íng Qu©n LÖnh Phï	0;102;30856;1	1	1	26		1	41000		
44373	Liªu-Háa Phông T­íng Qu©n LÖnh Phï	0;102;30857;1	1	2	26		1	41000		
44374	Liªu-Háa Phông T­íng Qu©n LÖnh Phï	0;102;30858;1	2	3	26		1	41000		
44375	Liªu-Háa Phông T­íng Qu©n LÖnh Phï	0;102;30859;1	2	4	26		1	41000		
44376	Liªu-Háa Phông T­íng Qu©n LÖnh Phï	0;102;30860;1	1	1	27		1	41000		
44377	Liªu-Háa Phông T­íng Qu©n LÖnh Phï	0;102;30861;1	1	2	27		1	41000		
44378	Liªu-Háa Phông T­íng Qu©n LÖnh Phï	0;102;30862;1	2	3	27		1	41000		
44379	Liªu-Háa Phông T­íng Qu©n LÖnh Phï	0;102;30863;1	2	4	27		1	41000		
44380	Liªu-Háa Phông T­íng Qu©n LÖnh Phï	0;102;30864;1	2	3	29		1	41000		
44381	Liªu-Háa Phông T­íng Qu©n LÖnh Phï	0;102;30865;1	2	4	29		1	41000		
44382	Liªu-Háa Phông T­íng Qu©n LÖnh Phï	0;102;30866;1	2	3	30		1	41000		
44383	Liªu-Háa Phông T­íng Qu©n LÖnh Phï	0;102;30867;1	2	4	30		1	41000		
44384	Tèng-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30420;1	1	1	2		1	41001		
44385	Tèng-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30421;1	1	2	2		1	41001		
44386	Tèng-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30422;1	1	1	3		1	41001		
44387	Tèng-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30423;1	1	2	3		1	41001		
44388	Tèng-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30424;1	1	1	4		1	41001		
44389	Tèng-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30425;1	1	2	4		1	41001		
44390	Tèng-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30426;1	1	1	6		1	41001		
44391	Tèng-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30427;1	1	2	6		1	41001		
44392	Tèng-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30428;1	2	3	6		1	41001		
44393	Tèng-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30429;1	2	4	6		1	41001		
44394	Tèng-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30430;1	2	3	8		1	41001		
44395	Tèng-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30431;1	2	4	8		1	41001		
44396	Tèng-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30432;1	2	3	9		1	41001		
44397	Tèng-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30433;1	2	4	9		1	41001		
44398	Tèng-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30434;1	1	1	11		1	41001		
44399	Tèng-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30435;1	1	2	11		1	41001		
44400	Tèng-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30436;1	2	3	11		1	41001		
44401	Tèng-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30437;1	2	4	11		1	41001		
44402	Tèng-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30438;1	1	1	12		1	41001		
44403	Tèng-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30439;1	1	2	12		1	41001		
44404	Tèng-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30440;1	2	3	12		1	41001		
44405	Tèng-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30441;1	2	4	12		1	41001		
44406	Tèng-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30442;1	1	1	14		1	41001		
44407	Tèng-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30443;1	1	2	14		1	41001		
44408	Tèng-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30444;1	2	3	14		1	41001		
44409	Tèng-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30445;1	2	4	14		1	41001		
44410	Tèng-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30446;1	1	1	15		1	41001		
44411	Tèng-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30447;1	1	2	15		1	41001		
44412	Tèng-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30448;1	2	3	15		1	41001		
44413	Tèng-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30449;1	2	4	15		1	41001		
44414	Tèng-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30450;1	1	1	17		1	41001		
44415	Tèng-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30451;1	1	2	17		1	41001		
44416	Tèng-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30452;1	2	3	17		1	41001		
44417	Tèng-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30453;1	2	4	17		1	41001		
44418	Tèng-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30454;1	1	1	18		1	41001		
44419	Tèng-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30455;1	1	2	18		1	41001		
44420	Tèng-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30456;1	2	3	18		1	41001		
44421	Tèng-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30457;1	2	4	18		1	41001		
44422	Tèng-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30458;1	1	1	20		1	41001		
44423	Tèng-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30459;1	1	2	20		1	41001		
44424	Tèng-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30460;1	2	3	20		1	41001		
44425	Tèng-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30461;1	2	4	20		1	41001		
44426	Tèng-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30462;1	1	1	21		1	41001		
44427	Tèng-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30463;1	1	2	21		1	41001		
44428	Tèng-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30464;1	2	3	21		1	41001		
44429	Tèng-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30465;1	2	4	21		1	41001		
44430	Tèng-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30466;1	1	1	23		1	41001		
44431	Tèng-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30467;1	1	2	23		1	41001		
44432	Tèng-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30468;1	1	1	25		1	41001		
44433	Tèng-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30469;1	1	2	25		1	41001		
44434	Tèng-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30470;1	2	3	25		1	41001		
44435	Tèng-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30471;1	2	4	25		1	41001		
44436	Tèng-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30472;1	1	1	26		1	41001		
44437	Tèng-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30473;1	1	2	26		1	41001		
44438	Tèng-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30474;1	2	3	26		1	41001		
44439	Tèng-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30475;1	2	4	26		1	41001		
44440	Tèng-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30476;1	1	1	27		1	41001		
44441	Tèng-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30477;1	1	2	27		1	41001		
44442	Tèng-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30478;1	2	3	27		1	41001		
44443	Tèng-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30479;1	2	4	27		1	41001		
44444	Tèng-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30480;1	2	3	29		1	41001		
44445	Tèng-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30481;1	2	4	29		1	41001		
44446	Tèng-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30482;1	2	3	30		1	41001		
44447	Tèng-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30483;1	2	4	30		1	41001		
44448	Tèng-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30484;1	1	1	2		1	41001		
44449	Tèng-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30485;1	1	2	2		1	41001		
44450	Tèng-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30486;1	1	1	3		1	41001		
44451	Tèng-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30487;1	1	2	3		1	41001		
44452	Tèng-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30488;1	1	1	4		1	41001		
44453	Tèng-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30489;1	1	2	4		1	41001		
44454	Tèng-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30490;1	1	1	6		1	41001		
44455	Tèng-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30491;1	1	2	6		1	41001		
44456	Tèng-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30492;1	2	3	6		1	41001		
44457	Tèng-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30493;1	2	4	6		1	41001		
44458	Tèng-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30494;1	2	3	8		1	41001		
44459	Tèng-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30495;1	2	4	8		1	41001		
44460	Tèng-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30496;1	2	3	9		1	41001		
44461	Tèng-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30497;1	2	4	9		1	41001		
44462	Tèng-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30498;1	1	1	11		1	41001		
44463	Tèng-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30499;1	1	2	11		1	41001		
44464	Tèng-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30500;1	2	3	11		1	41001		
44465	Tèng-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30501;1	2	4	11		1	41001		
44466	Tèng-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30502;1	1	1	12		1	41001		
44467	Tèng-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30503;1	1	2	12		1	41001		
44468	Tèng-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30504;1	2	3	12		1	41001		
44469	Tèng-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30505;1	2	4	12		1	41001		
44470	Tèng-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30506;1	1	1	14		1	41001		
44471	Tèng-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30507;1	1	2	14		1	41001		
44472	Tèng-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30508;1	2	3	14		1	41001		
44473	Tèng-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30509;1	2	4	14		1	41001		
44474	Tèng-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30510;1	1	1	15		1	41001		
44475	Tèng-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30511;1	1	2	15		1	41001		
44476	Tèng-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30512;1	2	3	15		1	41001		
44477	Tèng-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30513;1	2	4	15		1	41001		
44478	Tèng-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30514;1	1	1	17		1	41001		
44479	Tèng-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30515;1	1	2	17		1	41001		
44480	Tèng-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30516;1	2	3	17		1	41001		
44481	Tèng-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30517;1	2	4	17		1	41001		
44482	Tèng-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30518;1	1	1	18		1	41001		
44483	Tèng-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30519;1	1	2	18		1	41001		
44484	Tèng-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30520;1	2	3	18		1	41001		
44485	Tèng-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30521;1	2	4	18		1	41001		
44486	Tèng-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30522;1	1	1	20		1	41001		
44487	Tèng-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30523;1	1	2	20		1	41001		
44488	Tèng-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30524;1	2	3	20		1	41001		
44489	Tèng-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30525;1	2	4	20		1	41001		
44490	Tèng-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30526;1	1	1	21		1	41001		
44491	Tèng-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30527;1	1	2	21		1	41001		
44492	Tèng-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30528;1	2	3	21		1	41001		
44493	Tèng-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30529;1	2	4	21		1	41001		
44494	Tèng-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30530;1	1	1	23		1	41001		
44495	Tèng-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30531;1	1	2	23		1	41001		
44496	Tèng-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30532;1	1	1	25		1	41001		
44497	Tèng-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30533;1	1	2	25		1	41001		
44498	Tèng-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30534;1	2	3	25		1	41001		
44499	Tèng-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30535;1	2	4	25		1	41001		
44500	Tèng-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30536;1	1	1	26		1	41001		
44501	Tèng-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30537;1	1	2	26		1	41001		
44502	Tèng-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30538;1	2	3	26		1	41001		
44503	Tèng-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30539;1	2	4	26		1	41001		
44504	Tèng-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30540;1	1	1	27		1	41001		
44505	Tèng-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30541;1	1	2	27		1	41001		
44506	Tèng-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30542;1	2	3	27		1	41001		
44507	Tèng-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30543;1	2	4	27		1	41001		
44508	Tèng-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30544;1	2	3	29		1	41001		
44509	Tèng-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30545;1	2	4	29		1	41001		
44510	Tèng-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30546;1	2	3	30		1	41001		
44511	Tèng-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30547;1	2	4	30		1	41001		
44512	Tèng-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30548;1	1	1	2		1	41001		
44513	Tèng-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30549;1	1	2	2		1	41001		
44514	Tèng-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30550;1	1	1	3		1	41001		
44515	Tèng-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30551;1	1	2	3		1	41001		
44516	Tèng-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30552;1	1	1	4		1	41001		
44517	Tèng-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30553;1	1	2	4		1	41001		
44518	Tèng-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30554;1	1	1	6		1	41001		
44519	Tèng-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30555;1	1	2	6		1	41001		
44520	Tèng-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30556;1	2	3	6		1	41001		
44521	Tèng-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30557;1	2	4	6		1	41001		
44522	Tèng-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30558;1	2	3	8		1	41001		
44523	Tèng-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30559;1	2	4	8		1	41001		
44524	Tèng-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30560;1	2	3	9		1	41001		
44525	Tèng-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30561;1	2	4	9		1	41001		
44526	Tèng-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30562;1	1	1	11		1	41001		
44527	Tèng-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30563;1	1	2	11		1	41001		
44528	Tèng-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30564;1	2	3	11		1	41001		
44529	Tèng-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30565;1	2	4	11		1	41001		
44530	Tèng-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30566;1	1	1	12		1	41001		
44531	Tèng-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30567;1	1	2	12		1	41001		
44532	Tèng-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30568;1	2	3	12		1	41001		
44533	Tèng-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30569;1	2	4	12		1	41001		
44534	Tèng-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30570;1	1	1	14		1	41001		
44535	Tèng-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30571;1	1	2	14		1	41001		
44536	Tèng-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30572;1	2	3	14		1	41001		
44537	Tèng-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30573;1	2	4	14		1	41001		
44538	Tèng-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30574;1	1	1	15		1	41001		
44539	Tèng-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30575;1	1	2	15		1	41001		
44540	Tèng-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30576;1	2	3	15		1	41001		
44541	Tèng-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30577;1	2	4	15		1	41001		
